t_s,q_NB_w,q_NB_x,q_NB_y,q_NB_z,omega_BN_B_x_radps,omega_BN_B_y_radps,omega_BN_B_z_radps,H_B_x_Nms,H_B_y_Nms,H_B_z_Nms,H_I_x_Nms,H_I_y_Nms,H_I_z_Nms,H_I_mag_Nms,KE_rot_J
3.99,0.183904,0.537165,0.32868,0.75472,-0.038617,0.0895078,0.201855,-0.38617,1.34262,4.03711,4,6.66134e-14,1.5,4.272,0.475
4,0.183099,0.537123,0.328074,0.755209,-0.0387073,0.0894557,0.201864,-0.387073,1.34184,4.03728,4,6.63913e-14,1.5,4.272,0.475
4.01,0.182294,0.537081,0.327467,0.755697,-0.0387976,0.0894036,0.201873,-0.387976,1.34105,4.03746,4,6.63913e-14,1.5,4.272,0.475
4.02,0.181489,0.537038,0.326859,0.756184,-0.0388878,0.0893513,0.201881,-0.388878,1.34027,4.03763,4,6.72795e-14,1.5,4.272,0.475
4.03,0.180684,0.536995,0.326251,0.75667,-0.0389779,0.0892989,0.20189,-0.389779,1.33948,4.0378,4,6.70575e-14,1.5,4.272,0.475
4.04,0.17988,0.536951,0.325641,0.757156,-0.0390681,0.0892464,0.201899,-0.390681,1.3387,4.03798,4,6.66134e-14,1.5,4.272,0.475
4.05,0.179075,0.536906,0.325031,0.75764,-0.0391581,0.0891937,0.201908,-0.391581,1.33791,4.03815,4,6.68354e-14,1.5,4.272,0.475
4.06,0.17827,0.536861,0.32442,0.758123,-0.0392482,0.089141,0.201916,-0.392482,1.33711,4.03833,4,6.79456e-14,1.5,4.272,0.475
4.07,0.177466,0.536815,0.323809,0.758606,-0.0393381,0.0890881,0.201925,-0.393381,1.33632,4.0385,4,6.72795e-14,1.5,4.272,0.475
4.08,0.176661,0.536769,0.323196,0.759087,-0.039428,0.089035,0.201934,-0.39428,1.33553,4.03868,4,6.70575e-14,1.5,4.272,0.475
4.09,0.175857,0.536723,0.322583,0.759568,-0.0395179,0.0889819,0.201943,-0.395179,1.33473,4.03885,4,6.75016e-14,1.5,4.272,0.475
4.1,0.175052,0.536675,0.321969,0.760048,-0.0396077,0.0889286,0.201951,-0.396077,1.33393,4.03903,4,6.68354e-14,1.5,4.272,0.475
4.11,0.174248,0.536628,0.321354,0.760526,-0.0396975,0.0888753,0.20196,-0.396975,1.33313,4.03921,4,6.75016e-14,1.5,4.272,0.475
4.12,0.173444,0.536579,0.320738,0.761004,-0.0397872,0.0888217,0.201969,-0.397872,1.33233,4.03938,4,6.66134e-14,1.5,4.272,0.475
4.13,0.17264,0.53653,0.320121,0.761481,-0.0398769,0.0887681,0.201978,-0.398769,1.33152,4.03956,4,6.70575e-14,1.5,4.272,0.475
4.14,0.171836,0.536481,0.319504,0.761957,-0.0399665,0.0887144,0.201987,-0.399665,1.33072,4.03974,4,6.72795e-14,1.5,4.272,0.475
4.15,0.171032,0.536431,0.318885,0.762432,-0.0400561,0.0886605,0.201996,-0.400561,1.32991,4.03991,4,6.75016e-14,1.5,4.272,0.475
4.16,0.170228,0.536381,0.318266,0.762905,-0.0401456,0.0886065,0.202005,-0.401456,1.3291,4.04009,4,6.79456e-14,1.5,4.272,0.475
4.17,0.169424,0.53633,0.317647,0.763378,-0.0402351,0.0885523,0.202013,-0.402351,1.32829,4.04027,4,6.77236e-14,1.5,4.272,0.475
4.18,0.16862,0.536278,0.317026,0.76385,-0.0403245,0.0884981,0.202022,-0.403245,1.32747,4.04045,4,6.79456e-14,1.5,4.272,0.475
4.19,0.167816,0.536226,0.316404,0.764322,-0.0404139,0.0884437,0.202031,-0.404139,1.32666,4.04063,4,6.79456e-14,1.5,4.272,0.475
4.2,0.167013,0.536174,0.315782,0.764792,-0.0405032,0.0883892,0.20204,-0.405032,1.32584,4.0408,4,6.77236e-14,1.5,4.272,0.475
4.21,0.166209,0.536121,0.315159,0.765261,-0.0405924,0.0883346,0.202049,-0.405924,1.32502,4.04098,4,6.75016e-14,1.5,4.272,0.475
4.22,0.165406,0.536067,0.314535,0.765729,-0.0406817,0.0882799,0.202058,-0.406817,1.3242,4.04116,4,6.72795e-14,1.5,4.272,0.475
4.23,0.164602,0.536013,0.31391,0.766196,-0.0407708,0.088225,0.202067,-0.407708,1.32338,4.04134,4,6.79456e-14,1.5,4.272,0.475
4.24,0.163799,0.535958,0.313285,0.766662,-0.0408599,0.08817,0.202076,-0.408599,1.32255,4.04152,4,6.75016e-14,1.5,4.272,0.475
4.25,0.162996,0.535903,0.312658,0.767128,-0.040949,0.0881149,0.202085,-0.40949,1.32172,4.0417,4,6.75016e-14,1.5,4.272,0.475
4.26,0.162193,0.535847,0.312031,0.767592,-0.041038,0.0880597,0.202094,-0.41038,1.3209,4.04188,4,6.75016e-14,1.5,4.272,0.475
4.27,0.16139,0.535791,0.311403,0.768055,-0.041127,0.0880043,0.202103,-0.41127,1.32007,4.04206,4,6.75016e-14,1.5,4.272,0.475
4.28,0.160587,0.535734,0.310775,0.768518,-0.0412159,0.0879489,0.202112,-0.412159,1.31923,4.04225,4,6.79456e-14,1.5,4.272,0.475
4.29,0.159784,0.535677,0.310145,0.768979,-0.0413047,0.0878933,0.202121,-0.413047,1.3184,4.04243,4,6.81677e-14,1.5,4.272,0.475
4.3,0.158981,0.535619,0.309515,0.76944,-0.0413935,0.0878376,0.20213,-0.413935,1.31756,4.04261,4,6.81677e-14,1.5,4.272,0.475
4.31,0.158179,0.535561,0.308883,0.769899,-0.0414823,0.0877817,0.20214,-0.414823,1.31673,4.04279,4,6.81677e-14,1.5,4.272,0.475
4.32,0.157376,0.535502,0.308252,0.770358,-0.041571,0.0877258,0.202149,-0.41571,1.31589,4.04297,4,6.83897e-14,1.5,4.272,0.475
4.33,0.156573,0.535443,0.307619,0.770815,-0.0416596,0.0876697,0.202158,-0.416596,1.31505,4.04316,4,6.83897e-14,1.5,4.272,0.475
4.34,0.155771,0.535383,0.306985,0.771272,-0.0417482,0.0876135,0.202167,-0.417482,1.3142,4.04334,4,6.86118e-14,1.5,4.272,0.475
4.35,0.154969,0.535323,0.306351,0.771727,-0.0418367,0.0875571,0.202176,-0.418367,1.31336,4.04352,4,6.81677e-14,1.5,4.272,0.475
4.36,0.154167,0.535262,0.305716,0.772182,-0.0419252,0.0875007,0.202185,-0.419252,1.31251,4.0437,4,6.77236e-14,1.5,4.272,0.475
4.37,0.153364,0.535201,0.30508,0.772636,-0.0420136,0.0874441,0.202194,-0.420136,1.31166,4.04389,4,6.79456e-14,1.5,4.272,0.475
4.38,0.152562,0.535139,0.304443,0.773088,-0.042102,0.0873874,0.202204,-0.42102,1.31081,4.04407,4,6.86118e-14,1.5,4.272,0.475
4.39,0.15176,0.535076,0.303806,0.77354,-0.0421903,0.0873306,0.202213,-0.421903,1.30996,4.04426,4,6.81677e-14,1.5,4.272,0.475
4.4,0.150959,0.535014,0.303167,0.773991,-0.0422786,0.0872737,0.202222,-0.422786,1.3091,4.04444,4,6.86118e-14,1.5,4.272,0.475
4.41,0.150157,0.53495,0.302528,0.77444,-0.0423668,0.0872166,0.202231,-0.423668,1.30825,4.04462,4,6.88338e-14,1.5,4.272,0.475
4.42,0.149355,0.534886,0.301888,0.774889,-0.042455,0.0871594,0.20224,-0.42455,1.30739,4.04481,4,6.88338e-14,1.5,4.272,0.475
4.43,0.148554,0.534822,0.301248,0.775337,-0.0425431,0.0871021,0.20225,-0.425431,1.30653,4.04499,4,6.86118e-14,1.5,4.272,0.475
4.44,0.147752,0.534757,0.300606,0.775784,-0.0426311,0.0870447,0.202259,-0.426311,1.30567,4.04518,4,6.79456e-14,1.5,4.272,0.475
4.45,0.146951,0.534692,0.299964,0.776229,-0.0427191,0.0869872,0.202268,-0.427191,1.30481,4.04537,4,6.81677e-14,1.5,4.272,0.475
4.46,0.14615,0.534626,0.299321,0.776674,-0.0428071,0.0869295,0.202278,-0.428071,1.30394,4.04555,4,6.79456e-14,1.5,4.272,0.475
4.47,0.145349,0.534559,0.298677,0.777118,-0.042895,0.0868717,0.202287,-0.42895,1.30308,4.04574,4,6.83897e-14,1.5,4.272,0.475
4.48,0.144548,0.534493,0.298032,0.777561,-0.0429828,0.0868138,0.202296,-0.429828,1.30221,4.04592,4,6.79456e-14,1.5,4.272,0.475
4.49,0.143747,0.534425,0.297387,0.778002,-0.0430706,0.0867558,0.202306,-0.430706,1.30134,4.04611,4,6.81677e-14,1.5,4.272,0.475
4.5,0.142946,0.534357,0.296741,0.778443,-0.0431583,0.0866976,0.202315,-0.431583,1.30046,4.0463,4,6.75016e-14,1.5,4.272,0.475
4.51,0.142145,0.534289,0.296094,0.778883,-0.043246,0.0866393,0.202324,-0.43246,1.29959,4.04649,4,6.81677e-14,1.5,4.272,0.475
4.52,0.141344,0.53422,0.295446,0.779322,-0.0433336,0.086581,0.202334,-0.433336,1.29871,4.04667,4,6.77236e-14,1.5,4.272,0.475
4.53,0.140544,0.534151,0.294798,0.779759,-0.0434212,0.0865224,0.202343,-0.434212,1.29784,4.04686,4,6.83897e-14,1.5,4.272,0.475
4.54,0.139744,0.534081,0.294148,0.780196,-0.0435087,0.0864638,0.202352,-0.435087,1.29696,4.04705,4,6.81677e-14,1.5,4.272,0.475
4.55,0.138943,0.534011,0.293498,0.780632,-0.0435962,0.0864051,0.202362,-0.435962,1.29608,4.04724,4,6.81677e-14,1.5,4.272,0.475
4.56,0.138143,0.53394,0.292848,0.781067,-0.0436836,0.0863462,0.202371,-0.436836,1.29519,4.04743,4,6.77236e-14,1.5,4.272,0.475
4.57,0.137343,0.533868,0.292196,0.7815,-0.0437709,0.0862872,0.202381,-0.437709,1.29431,4.04761,4,6.77236e-14,1.5,4.272,0.475
4.58,0.136543,0.533797,0.291544,0.781933,-0.0438582,0.0862281,0.20239,-0.438582,1.29342,4.0478,4,6.79456e-14,1.5,4.272,0.475
4.59,0.135743,0.533724,0.29089,0.782365,-0.0439454,0.0861688,0.2024,-0.439454,1.29253,4.04799,4,6.75016e-14,1.5,4.272,0.475
4.6,0.134943,0.533652,0.290236,0.782796,-0.0440326,0.0861095,0.202409,-0.440326,1.29164,4.04818,4,6.75016e-14,1.5,4.272,0.475
4.61,0.134144,0.533578,0.289582,0.783225,-0.0441197,0.08605,0.202419,-0.441197,1.29075,4.04837,4,6.79456e-14,1.5,4.272,0.475
4.62,0.133344,0.533505,0.288926,0.783654,-0.0442068,0.0859904,0.202428,-0.442068,1.28986,4.04856,4,6.77236e-14,1.5,4.272,0.475
4.63,0.132545,0.53343,0.28827,0.784082,-0.0442938,0.0859307,0.202438,-0.442938,1.28896,4.04875,4,6.83897e-14,1.5,4.272,0.475
4.64,0.131745,0.533356,0.287613,0.784508,-0.0443807,0.0858708,0.202447,-0.443807,1.28806,4.04894,4,6.79456e-14,1.5,4.272,0.475
4.65,0.130946,0.533281,0.286955,0.784934,-0.0444676,0.0858109,0.202457,-0.444676,1.28716,4.04913,4,6.90559e-14,1.5,4.272,0.475
4.66,0.130147,0.533205,0.286297,0.785359,-0.0445545,0.0857508,0.202466,-0.445545,1.28626,4.04932,4,6.75016e-14,1.5,4.272,0.475
4.67,0.129348,0.533129,0.285637,0.785782,-0.0446412,0.0856906,0.202476,-0.446412,1.28536,4.04951,4,6.83897e-14,1.5,4.272,0.475
4.68,0.128549,0.533052,0.284977,0.786205,-0.044728,0.0856303,0.202485,-0.44728,1.28445,4.04971,4,6.79456e-14,1.5,4.272,0.475
4.69,0.127751,0.532975,0.284316,0.786627,-0.0448146,0.0855699,0.202495,-0.448146,1.28355,4.0499,4,6.86118e-14,1.5,4.272,0.475
4.7,0.126952,0.532898,0.283655,0.787047,-0.0449012,0.0855093,0.202504,-0.449012,1.28264,4.05009,4,6.83897e-14,1.5,4.272,0.475
4.71,0.126154,0.532819,0.282992,0.787467,-0.0449878,0.0854486,0.202514,-0.449878,1.28173,4.05028,4,6.88338e-14,1.5,4.272,0.475
4.72,0.125355,0.532741,0.282329,0.787885,-0.0450743,0.0853878,0.202524,-0.450743,1.28082,4.05047,4,6.79456e-14,1.5,4.272,0.475
4.73,0.124557,0.532662,0.281665,0.788303,-0.0451607,0.0853269,0.202533,-0.451607,1.2799,4.05067,4,6.86118e-14,1.5,4.272,0.475
4.74,0.123759,0.532583,0.281001,0.788719,-0.0452471,0.0852659,0.202543,-0.452471,1.27899,4.05086,4,6.81677e-14,1.5,4.272,0.475
4.75,0.122961,0.532503,0.280335,0.789135,-0.0453334,0.0852047,0.202553,-0.453334,1.27807,4.05105,4,6.77236e-14,1.5,4.272,0.475
4.76,0.122163,0.532422,0.279669,0.789549,-0.0454197,0.0851434,0.202562,-0.454197,1.27715,4.05125,4,6.75016e-14,1.5,4.272,0.475
4.77,0.121365,0.532341,0.279002,0.789963,-0.0455059,0.085082,0.202572,-0.455059,1.27623,4.05144,4,6.72795e-14,1.5,4.272,0.475
4.78,0.120568,0.53226,0.278335,0.790375,-0.045592,0.0850205,0.202582,-0.45592,1.27531,4.05163,4,6.77236e-14,1.5,4.272,0.475
4.79,0.11977,0.532178,0.277666,0.790786,-0.0456781,0.0849589,0.202591,-0.456781,1.27438,4.05183,4,6.75016e-14,1.5,4.272,0.475
4.8,0.118973,0.532096,0.276997,0.791197,-0.0457641,0.0848971,0.202601,-0.457641,1.27346,4.05202,4,6.75016e-14,1.5,4.272,0.475
4.81,0.118176,0.532013,0.276327,0.791606,-0.0458501,0.0848353,0.202611,-0.458501,1.27253,4.05222,4,6.81677e-14,1.5,4.272,0.475
4.82,0.117378,0.53193,0.275656,0.792014,-0.045936,0.0847733,0.20262,-0.45936,1.2716,4.05241,4,6.75016e-14,1.5,4.272,0.475
4.83,0.116581,0.531847,0.274985,0.792421,-0.0460219,0.0847112,0.20263,-0.460219,1.27067,4.0526,4,6.77236e-14,1.5,4.272,0.475
4.84,0.115785,0.531762,0.274313,0.792827,-0.0461077,0.0846489,0.20264,-0.461077,1.26973,4.0528,4,6.79456e-14,1.5,4.272,0.475
4.85,0.114988,0.531678,0.27364,0.793232,-0.0461934,0.0845866,0.20265,-0.461934,1.2688,4.05299,4,6.75016e-14,1.5,4.272,0.475
4.86,0.114191,0.531593,0.272966,0.793636,-0.0462791,0.0845241,0.20266,-0.462791,1.26786,4.05319,4,6.72795e-14,1.5,4.272,0.475
4.87,0.113395,0.531507,0.272292,0.794039,-0.0463647,0.0844615,0.202669,-0.463647,1.26692,4.05339,4,6.75016e-14,1.5,4.272,0.475
4.88,0.112598,0.531422,0.271617,0.794441,-0.0464503,0.0843988,0.202679,-0.464503,1.26598,4.05358,4,6.75016e-14,1.5,4.272,0.475
4.89,0.111802,0.531335,0.270941,0.794842,-0.0465358,0.084336,0.202689,-0.465358,1.26504,4.05378,4,6.77236e-14,1.5,4.272,0.475
4.9,0.111006,0.531248,0.270264,0.795242,-0.0466212,0.0842731,0.202699,-0.466212,1.2641,4.05397,4,6.77236e-14,1.5,4.272,0.475
4.91,0.11021,0.531161,0.269587,0.795641,-0.0467066,0.08421,0.202709,-0.467066,1.26315,4.05417,4,6.77236e-14,1.5,4.272,0.475
4.92,0.109414,0.531073,0.268908,0.796039,-0.0467919,0.0841468,0.202718,-0.467919,1.2622,4.05437,4,6.77236e-14,1.5,4.272,0.475
4.93,0.108619,0.530985,0.26823,0.796436,-0.0468772,0.0840835,0.202728,-0.468772,1.26125,4.05456,4,6.75016e-14,1.5,4.272,0.475
4.94,0.107823,0.530897,0.26755,0.796831,-0.0469624,0.0840201,0.202738,-0.469624,1.2603,4.05476,4,6.75016e-14,1.5,4.272,0.475
4.95,0.107028,0.530807,0.26687,0.797226,-0.0470475,0.0839566,0.202748,-0.470475,1.25935,4.05496,4,6.75016e-14,1.5,4.272,0.475
4.96,0.106232,0.530718,0.266189,0.797619,-0.0471326,0.0838929,0.202758,-0.471326,1.25839,4.05516,4,6.72795e-14,1.5,4.272,0.475
4.97,0.105437,0.530628,0.265507,0.798012,-0.0472176,0.0838292,0.202768,-0.472176,1.25744,4.05535,4,6.70575e-14,1.5,4.272,0.475
4.98,0.104642,0.530538,0.264824,0.798403,-0.0473026,0.0837653,0.202778,-0.473026,1.25648,4.05555,4,6.77236e-14,1.5,4.272,0.475
4.99,0.103847,0.530447,0.264141,0.798794,-0.0473875,0.0837013,0.202788,-0.473875,1.25552,4.05575,4,6.68354e-14,1.5,4.272,0.475
5,0.103053,0.530355,0.263457,0.799183,-0.0474723,0.0836372,0.202797,-0.474723,1.25456,4.05595,4,6.72795e-14,1.5,4.272,0.475
5.01,0.102258,0.530264,0.262772,0.799571,-0.0475571,0.0835729,0.202807,-0.475571,1.25359,4.05615,4,6.75016e-14,1.5,4.272,0.475
5.02,0.101464,0.530171,0.262087,0.799959,-0.0476418,0.0835086,0.202817,-0.476418,1.25263,4.05635,4,6.72795e-14,1.5,4.272,0.475
5.03,0.100669,0.530079,0.261401,0.800345,-0.0477265,0.0834441,0.202827,-0.477265,1.25166,4.05655,4,6.75016e-14,1.5,4.272,0.475
5.04,0.0998752,0.529986,0.260714,0.80073,-0.047811,0.0833795,0.202837,-0.47811,1.25069,4.05674,4,6.70575e-14,1.5,4.272,0.475
5.05,0.0990812,0.529892,0.260026,0.801114,-0.0478956,0.0833148,0.202847,-0.478956,1.24972,4.05694,4,6.75016e-14,1.5,4.272,0.475
5.06,0.0982874,0.529798,0.259338,0.801497,-0.0479801,0.0832499,0.202857,-0.479801,1.24875,4.05714,4,6.70575e-14,1.5,4.272,0.475
5.07,0.0974936,0.529704,0.258649,0.801879,-0.0480645,0.083185,0.202867,-0.480645,1.24777,4.05734,4,6.72795e-14,1.5,4.272,0.475
5.08,0.0967001,0.529609,0.257959,0.80226,-0.0481488,0.0831199,0.202877,-0.481488,1.2468,4.05754,4,6.72795e-14,1.5,4.272,0.475
5.09,0.0959066,0.529514,0.257268,0.802639,-0.0482331,0.0830548,0.202887,-0.482331,1.24582,4.05774,4,6.77236e-14,1.5,4.272,0.475
5.1,0.0951133,0.529418,0.256577,0.803018,-0.0483173,0.0829895,0.202897,-0.483173,1.24484,4.05794,4,6.72795e-14,1.5,4.272,0.475
5.11,0.0943202,0.529322,0.255885,0.803396,-0.0484015,0.082924,0.202907,-0.484015,1.24386,4.05814,4,6.70575e-14,1.5,4.272,0.475
5.12,0.0935272,0.529226,0.255192,0.803772,-0.0484856,0.0828585,0.202917,-0.484856,1.24288,4.05835,4,6.72795e-14,1.5,4.272,0.475
5.13,0.0927343,0.529129,0.254499,0.804148,-0.0485696,0.0827929,0.202927,-0.485696,1.24189,4.05855,4,6.72795e-14,1.5,4.272,0.475
5.14,0.0919416,0.529031,0.253805,0.804522,-0.0486536,0.0827271,0.202937,-0.486536,1.24091,4.05875,4,6.72795e-14,1.5,4.272,0.475
5.15,0.0911491,0.528933,0.25311,0.804896,-0.0487375,0.0826612,0.202947,-0.487375,1.23992,4.05895,4,6.75016e-14,1.5,4.272,0.475
5.16,0.0903567,0.528835,0.252414,0.805268,-0.0488213,0.0825952,0.202958,-0.488213,1.23893,4.05915,4,6.75016e-14,1.5,4.272,0.475
5.17,0.0895644,0.528736,0.251718,0.805639,-0.0489051,0.0825291,0.202968,-0.489051,1.23794,4.05935,4,6.75016e-14,1.5,4.272,0.475
5.18,0.0887723,0.528637,0.251021,0.806009,-0.0489888,0.0824629,0.202978,-0.489888,1.23694,4.05955,4,6.72795e-14,1.5,4.272,0.475
5.19,0.0879804,0.528538,0.250323,0.806378,-0.0490725,0.0823965,0.202988,-0.490725,1.23595,4.05976,4,6.75016e-14,1.5,4.272,0.475
5.2,0.0871886,0.528438,0.249625,0.806746,-0.0491561,0.08233,0.202998,-0.491561,1.23495,4.05996,4,6.72795e-14,1.5,4.272,0.475
5.21,0.086397,0.528337,0.248926,0.807113,-0.0492396,0.0822635,0.203008,-0.492396,1.23395,4.06016,4,6.70575e-14,1.5,4.272,0.475
5.22,0.0856055,0.528237,0.248226,0.807479,-0.0493231,0.0821968,0.203018,-0.493231,1.23295,4.06036,4,6.68354e-14,1.5,4.272,0.475
5.23,0.0848141,0.528135,0.247526,0.807843,-0.0494065,0.08213,0.203028,-0.494065,1.23195,4.06057,4,6.72795e-14,1.5,4.272,0.475
5.24,0.084023,0.528034,0.246824,0.808207,-0.0494899,0.082063,0.203038,-0.494899,1.23095,4.06077,4,6.72795e-14,1.5,4.272,0.475
5.25,0.0832319,0.527932,0.246122,0.808569,-0.0495731,0.081996,0.203049,-0.495731,1.22994,4.06097,4,6.59472e-14,1.5,4.272,0.475
5.26,0.0824411,0.527829,0.24542,0.808931,-0.0496563,0.0819288,0.203059,-0.496563,1.22893,4.06118,4,6.61693e-14,1.5,4.272,0.475
5.27,0.0816504,0.527726,0.244716,0.809291,-0.0497395,0.0818615,0.203069,-0.497395,1.22792,4.06138,4,6.63913e-14,1.5,4.272,0.475
5.28,0.0808598,0.527623,0.244012,0.80965,-0.0498226,0.0817941,0.203079,-0.498226,1.22691,4.06158,4,6.63913e-14,1.5,4.272,0.475
5.29,0.0800694,0.527519,0.243308,0.810008,-0.0499056,0.0817266,0.203089,-0.499056,1.2259,4.06179,4,6.61693e-14,1.5,4.272,0.475
5.3,0.0792792,0.527415,0.242602,0.810365,-0.0499886,0.081659,0.2031,-0.499886,1.22489,4.06199,4,6.59472e-14,1.5,4.272,0.475
5.31,0.0784891,0.527311,0.241896,0.810721,-0.0500714,0.0815913,0.20311,-0.500714,1.22387,4.0622,4,6.59472e-14,1.5,4.272,0.475
5.32,0.0776992,0.527206,0.241189,0.811076,-0.0501543,0.0815234,0.20312,-0.501543,1.22285,4.0624,4,6.61693e-14,1.5,4.272,0.475
5.33,0.0769095,0.527101,0.240482,0.81143,-0.050237,0.0814554,0.20313,-0.50237,1.22183,4.0626,4,6.57252e-14,1.5,4.272,0.475
5.34,0.0761199,0.526995,0.239774,0.811783,-0.0503197,0.0813873,0.20314,-0.503197,1.22081,4.06281,4,6.59472e-14,1.5,4.272,0.475
5.35,0.0753304,0.526889,0.239065,0.812134,-0.0504024,0.0813191,0.203151,-0.504024,1.21979,4.06301,4,6.59472e-14,1.5,4.272,0.475
5.36,0.0745412,0.526782,0.238355,0.812485,-0.0504849,0.0812508,0.203161,-0.504849,1.21876,4.06322,4,6.55032e-14,1.5,4.272,0.475
5.37,0.0737521,0.526675,0.237645,0.812834,-0.0505674,0.0811824,0.203171,-0.505674,1.21774,4.06342,4,6.59472e-14,1.5,4.272,0.475
5.38,0.0729631,0.526568,0.236934,0.813182,-0.0506499,0.0811138,0.203181,-0.506499,1.21671,4.06363,4,6.61693e-14,1.5,4.272,0.475
5.39,0.0721743,0.52646,0.236222,0.813529,-0.0507322,0.0810452,0.203192,-0.507322,1.21568,4.06383,4,6.55032e-14,1.5,4.272,0.475
5.4,0.0713857,0.526352,0.23551,0.813875,-0.0508146,0.0809764,0.203202,-0.508146,1.21465,4.06404,4,6.57252e-14,1.5,4.272,0.475
5.41,0.0705973,0.526243,0.234797,0.81422,-0.0508968,0.0809075,0.203212,-0.508968,1.21361,4.06425,4,6.59472e-14,1.5,4.272,0.475
5.42,0.069809,0.526134,0.234083,0.814564,-0.050979,0.0808385,0.203223,-0.50979,1.21258,4.06445,4,6.52811e-14,1.5,4.272,0.475
5.43,0.0690209,0.526025,0.233369,0.814907,-0.0510611,0.0807694,0.203233,-0.510611,1.21154,4.06466,4,6.57252e-14,1.5,4.272,0.475
5.44,0.068233,0.525915,0.232654,0.815248,-0.0511431,0.0807001,0.203243,-0.511431,1.2105,4.06486,4,6.52811e-14,1.5,4.272,0.475
5.45,0.0674452,0.525805,0.231938,0.815589,-0.0512251,0.0806308,0.203254,-0.512251,1.20946,4.06507,4,6.4837e-14,1.5,4.272,0.475
5.46,0.0666576,0.525694,0.231222,0.815928,-0.051307,0.0805613,0.203264,-0.51307,1.20842,4.06528,4,6.4837e-14,1.5,4.272,0.475
5.47,0.0658701,0.525583,0.230505,0.816266,-0.0513888,0.0804917,0.203274,-0.513888,1.20738,4.06548,4,6.43929e-14,1.5,4.272,0.475
5.48,0.0650829,0.525472,0.229787,0.816604,-0.0514706,0.080422,0.203285,-0.514706,1.20633,4.06569,4,6.50591e-14,1.5,4.272,0.475
5.49,0.0642958,0.52536,0.229069,0.81694,-0.0515523,0.0803522,0.203295,-0.515523,1.20528,4.0659,4,6.43929e-14,1.5,4.272,0.475
5.5,0.0635089,0.525248,0.228349,0.817274,-0.051634,0.0802823,0.203305,-0.51634,1.20423,4.06611,4,6.4837e-14,1.5,4.272,0.475
5.51,0.0627221,0.525136,0.22763,0.817608,-0.0517155,0.0802122,0.203316,-0.517155,1.20318,4.06631,4,6.41709e-14,1.5,4.272,0.475
5.52,0.0619355,0.525023,0.226909,0.817941,-0.0517971,0.0801421,0.203326,-0.517971,1.20213,4.06652,4,6.43929e-14,1.5,4.272,0.475
5.53,0.0611491,0.524909,0.226188,0.818273,-0.0518785,0.0800718,0.203336,-0.518785,1.20108,4.06673,4,6.39488e-14,1.5,4.272,0.475
5.54,0.0603629,0.524796,0.225466,0.818603,-0.0519599,0.0800014,0.203347,-0.519599,1.20002,4.06694,4,6.37268e-14,1.5,4.272,0.475
5.55,0.0595768,0.524682,0.224744,0.818932,-0.0520412,0.0799309,0.203357,-0.520412,1.19896,4.06714,4,6.41709e-14,1.5,4.272,0.475
5.56,0.0587909,0.524567,0.224021,0.81926,-0.0521224,0.0798603,0.203368,-0.521224,1.1979,4.06735,4,6.32827e-14,1.5,4.272,0.475
5.57,0.0580052,0.524452,0.223297,0.819587,-0.0522036,0.0797896,0.203378,-0.522036,1.19684,4.06756,4,6.37268e-14,1.5,4.272,0.475
5.58,0.0572197,0.524337,0.222573,0.819913,-0.0522847,0.0797188,0.203388,-0.522847,1.19578,4.06777,4,6.35048e-14,1.5,4.272,0.475
5.59,0.0564343,0.524221,0.221848,0.820238,-0.0523657,0.0796478,0.203399,-0.523657,1.19472,4.06798,4,6.30607e-14,1.5,4.272,0.475
5.6,0.0556491,0.524105,0.221122,0.820562,-0.0524467,0.0795767,0.203409,-0.524467,1.19365,4.06819,4,6.30607e-14,1.5,4.272,0.475
5.61,0.0548641,0.523989,0.220395,0.820884,-0.0525276,0.0795056,0.20342,-0.525276,1.19258,4.06839,4,6.28386e-14,1.5,4.272,0.475
5.62,0.0540793,0.523872,0.219668,0.821206,-0.0526084,0.0794343,0.20343,-0.526084,1.19151,4.0686,4,6.35048e-14,1.5,4.272,0.475
5.63,0.0532947,0.523755,0.218941,0.821526,-0.0526892,0.0793629,0.203441,-0.526892,1.19044,4.06881,4,6.28386e-14,1.5,4.272,0.475
5.64,0.0525102,0.523638,0.218212,0.821845,-0.0527699,0.0792914,0.203451,-0.527699,1.18937,4.06902,4,6.26166e-14,1.5,4.272,0.475
5.65,0.0517259,0.52352,0.217483,0.822163,-0.0528505,0.0792197,0.203462,-0.528505,1.1883,4.06923,4,6.21725e-14,1.5,4.272,0.475
5.66,0.0509418,0.523401,0.216754,0.82248,-0.0529311,0.079148,0.203472,-0.529311,1.18722,4.06944,4,6.21725e-14,1.5,4.272,0.475
5.67,0.0501579,0.523283,0.216023,0.822796,-0.0530115,0.0790761,0.203482,-0.530115,1.18614,4.06965,4,6.26166e-14,1.5,4.272,0.475
5.68,0.0493741,0.523164,0.215292,0.823111,-0.053092,0.0790042,0.203493,-0.53092,1.18506,4.06986,4,6.26166e-14,1.5,4.272,0.475
5.69,0.0485906,0.523044,0.214561,0.823424,-0.0531723,0.0789321,0.203503,-0.531723,1.18398,4.07007,4,6.19504e-14,1.5,4.272,0.475
5.7,0.0478072,0.522925,0.213828,0.823736,-0.0532526,0.0788599,0.203514,-0.532526,1.1829,4.07028,4,6.21725e-14,1.5,4.272,0.475
